"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32184","Création de compte et commander","Parcours inscription et commande","2026-08-30","passed","2026-08-30","","","",""
